rut_jefe_cierre,id_instalacion,fecha_cierre,fecha_apertura
50109588-5,203,2016-04-25 00:57:56,2016-05-05 13:24:58
50109588-5,203,2014-02-01 23:35:49,2014-02-14 03:31:28
58191750-3,204,2016-05-06 17:22:34,2016-05-16 06:57:50
10927357-0,204,2019-01-19 18:05:49,2019-01-27 05:07:12
66183219-3,204,2016-05-22 10:14:45,2016-05-27 10:24:47
75269880-5,205,2018-05-25 12:19:46,2018-06-04 13:49:04
21219682-7,206,2017-01-12 08:07:59,2017-01-26 19:39:07
21219682-7,206,2018-02-19 05:42:24,2018-03-03 13:00:16
21219682-7,206,2013-01-28 01:53:10,2013-02-03 11:32:55
79758989-6,207,2013-09-30 22:21:46,2013-10-12 22:35:59
79758989-6,207,2015-12-19 14:57:37,2015-12-28 22:37:46
35785969-7,207,2011-12-22 11:09:53,2012-01-04 00:36:01
35785969-7,207,2010-08-13 19:22:31,2010-08-23 19:53:44
35785969-7,207,2014-08-01 09:32:58,2014-08-06 11:52:32
35785969-7,207,2015-03-25 21:36:06,2015-04-08 03:03:05
34039148-9,207,2018-02-22 17:39:02,2018-02-28 02:20:53
79758989-6,207,2016-07-25 00:24:39,2016-08-02 16:26:12
35785969-7,207,2014-08-08 20:23:36,2014-08-22 05:22:36
79758989-6,207,2018-05-20 10:44:19,2018-05-31 11:56:26
79758989-6,207,2014-10-21 00:34:57,2014-11-04 07:47:17
96964691-9,208,2019-04-15 15:08:21,2019-04-20 23:26:36
56535213-k,208,2014-01-29 23:12:13,2014-02-06 23:41:12
97404549-4,208,2018-11-30 22:50:31,2018-12-09 06:00:08
51242629-8,208,2019-08-30 23:45:45,2019-09-11 02:53:48
86434438-0,208,2013-02-05 17:39:25,2013-02-10 01:46:10
66119831-1,208,2013-11-02 19:20:46,2013-11-13 07:21:26
92270331-0,209,2014-02-16 11:27:20,2014-02-27 17:57:53
26257768-6,209,2010-12-29 17:57:35,2011-01-08 20:02:49
45467235-6,209,2011-02-18 10:38:53,2011-02-22 18:32:34
46491043-3,209,2013-02-26 05:28:50,2013-03-04 21:09:03
83386046-1,210,2020-09-04 10:06:12,2020-09-14 02:23:01
83386046-1,210,2015-08-30 20:33:33,2015-09-10 22:50:04
19735595-6,210,2011-07-11 02:27:53,2011-07-25 09:25:43
29877385-6,210,2017-03-22 09:12:10,2017-03-26 21:37:45
33802463-0,210,2010-11-28 01:50:58,2010-12-10 10:32:38
33802463-0,210,2016-10-23 03:13:00,2016-11-06 17:48:26
31256887-k,210,2012-07-21 16:07:38,2012-07-27 00:31:51
83386046-1,210,2010-06-08 03:32:37,2010-06-20 07:36:48
55326528-2,211,2020-04-12 11:23:39,2020-04-24 16:51:24
55326528-2,211,2014-05-29 00:05:08,2014-06-06 05:14:57
56499633-5,211,2020-03-27 14:23:04,2020-04-05 21:26:18
55326528-2,211,2016-10-27 20:03:34,2016-11-03 22:14:53
11453035-2,211,2016-06-22 21:58:50,2016-07-02 06:14:30
70019535-k,212,2019-02-04 07:46:10,2019-02-14 15:40:12
77489819-0,212,2017-01-09 15:34:41,2017-01-14 01:15:43
61774912-2,212,2011-06-19 09:33:21,2011-07-01 01:44:28
77489819-0,212,2018-10-18 16:11:41,2018-10-25 00:06:15
72800848-2,213,2015-02-22 20:57:26,2015-02-26 23:20:58
25806104-7,213,2015-06-22 11:30:07,2015-07-01 00:30:31
87859472-k,213,2013-03-27 00:31:22,2013-04-07 04:49:53
13370165-6,213,2011-08-12 16:33:49,2011-08-16 04:17:18
19706256-8,214,2010-05-05 20:34:11,2010-05-17 01:51:48
23625905-6,214,2019-03-31 05:57:03,2019-04-09 16:29:11
66714421-3,214,2017-08-18 18:27:38,2017-09-02 01:36:38
63459997-5,214,2010-05-15 02:41:35,2010-05-25 11:16:36
73815426-6,214,2017-11-25 09:34:28,2017-11-29 12:11:52
99075946-4,215,2011-07-28 07:38:39,2011-08-11 10:18:27
